temperature,humidity,soil_moisture,rainfall,soil_type_enc,crop_type_enc,irrigate,litres_eau
29.81,61.85,63.84,23.541014784012237,1,3,0,5.0
24.32,64.62,26.9,49.28397259934535,4,0,0,6.4
33.72,60.97,44.56,18.070611219084952,4,10,1,18.3
29.77,58.83,57.38,38.6157085500397,0,6,0,5.0
26.78,65.69,55.2,23.17132277262901,4,3,0,6.3
29.03,55.07,21.85,24.489494335211415,0,10,1,26.1
30.02,66.59,44.84,22.14438161612467,2,3,0,15.6
26.83,56.77,54.59,11.717066554736894,2,7,0,18.2
26.23,55.01,32.74,17.48112798234057,2,9,1,27.0
22.5,43.53,24.16,41.657782164721,2,8,1,14.4
27.69,58.19,70.0,31.90903076336895,4,5,0,5.0
22.6,55.01,40.3,8.713761610651138,1,1,1,22.4
27.16,55.97,40.95,36.384492313159996,1,3,0,11.7
32.63,64.54,36.41,29.67500910766965,1,2,1,17.3
29.21,62.99,20.75,13.28883678604596,0,7,1,38.1
25.7,52.75,36.55,21.31628206172127,3,6,1,21.9
40.0,70.46,49.59,7.742355486270358,0,1,1,29.0
26.59,58.55,40.52,15.022560389615053,1,4,0,23.2
26.89,51.17,70.0,46.57927514803878,1,8,0,5.0
26.97,44.41,51.42,49.64327013195736,2,4,0,5.0
29.98,73.22,48.77,0.07830603335146069,1,4,1,26.5
31.29,58.97,28.89,24.97206015923971,0,6,1,27.0
30.84,63.15,54.37,21.869772165711694,0,9,0,15.7
26.52,49.31,24.53,9.716088809047058,2,3,1,33.4
35.14,67.73,25.02,34.44217706345538,3,7,1,21.4
30.3,69.31,52.01,27.025061832054416,0,0,0,11.9
26.13,70.36,48.2,12.682808128554813,2,4,0,22.0
29.62,68.68,36.49,41.96475059978408,1,3,1,9.1
33.79,66.5,37.64,8.736556704800414,4,10,1,34.7
30.29,55.55,44.77,4.32815383522267,3,10,1,29.2
30.94,55.34,55.13,9.27081298389833,0,0,1,26.5
24.58,43.05,67.17,18.920884245998725,1,4,0,6.6
39.46,69.85,20.0,19.495427247594225,3,8,1,34.5
30.48,54.04,50.81,22.27060961347223,4,9,1,13.0
32.06,61.93,57.19,21.52117179856666,1,4,0,12.8
40.0,77.37,53.95,27.879859086134267,2,8,1,16.2
32.63,64.09,48.36,25.359384555489157,2,0,0,13.4
33.95,67.15,51.1,2.4396715595873975,4,6,1,28.3
30.02,65.59,54.31,10.832486550927428,2,0,1,20.3
24.96,57.15,41.93,14.67897321923845,2,4,0,21.6
35.3,59.61,44.25,0.6772211860384403,2,5,1,29.9
25.37,57.8,41.73,22.411129769389426,0,4,0,19.6
33.64,66.85,33.19,31.08352278203409,3,0,1,19.5
31.27,51.8,65.63,4.386959981555805,0,7,0,22.2
27.45,66.38,50.14,35.67434922952695,0,4,0,6.4
31.49,71.13,61.76,43.40843678094013,0,0,0,5.0
29.74,50.15,30.71,49.28122052891635,0,1,1,5.0
29.26,46.67,40.59,0.056328343516354185,1,1,1,34.3
34.07,61.18,26.06,21.71314059626092,0,9,1,27.2
27.69,55.55,27.9,34.72936835338321,3,8,1,18.0
29.49,43.74,32.44,18.546752935357684,2,8,1,25.9
30.87,55.7,69.78,28.503463387228923,2,4,0,5.0
31.24,69.27,26.9,11.642875947101427,4,10,1,31.9
24.71,56.84,68.61,42.61353804189182,3,2,0,5.0
22.1,58.03,39.29,30.01907317164239,0,7,0,10.8
23.98,44.87,26.59,28.91170554596706,3,1,1,17.4
30.9,68.25,36.56,27.84880428501423,4,10,1,16.1
33.95,69.5,26.36,19.54073668163175,3,1,1,30.2
35.51,53.67,32.47,40.70465723937418,1,7,1,13.6
25.08,46.33,34.66,20.220033524246777,3,8,1,23.4
21.54,58.62,46.04,21.904144994996877,3,6,0,15.9
22.72,50.47,51.87,47.22598635764721,0,8,0,5.0
28.63,59.57,61.32,22.153139276856336,2,9,0,8.2
28.26,55.11,46.68,28.182802559619134,1,6,0,9.9
34.1,65.21,40.7,40.8762042328519,3,7,0,13.0
36.14,63.2,37.97,45.25080455188658,4,8,1,7.4
27.14,52.85,56.68,46.27430633293686,4,9,0,5.0
33.62,61.17,32.6,8.860552397389437,1,10,1,31.9
27.39,58.97,34.28,2.2454196303852703,4,5,1,35.8
26.13,55.73,53.35,0.5331081490925982,3,5,0,26.2
26.11,42.23,33.59,23.562938233437986,0,4,1,21.3
27.07,68.95,70.0,32.83448274748282,1,6,0,5.0
33.14,62.56,26.19,20.15257651079363,4,5,1,32.4
24.26,66.8,29.59,21.280806214682414,2,0,0,21.3
29.45,51.32,62.42,42.76879020223303,2,4,0,5.0
29.26,71.92,44.23,24.995338469801702,1,7,0,16.9
28.77,55.31,61.58,7.270579156999451,0,9,0,18.9
24.47,48.15,50.29,20.70856288501648,1,7,0,15.4
24.33,46.07,28.21,19.623177248326684,1,10,1,24.6
30.43,70.25,53.78,9.35781487299815,3,3,1,23.4
23.01,46.97,52.66,38.41526225549373,4,3,0,5.0
33.42,61.58,56.87,7.081323672877865,4,3,1,22.6
27.13,62.1,64.44,39.463705790379386,1,4,0,5.0
29.68,59.53,42.04,23.78149397004694,2,3,0,19.3
29.04,51.0,20.0,43.38604725164496,3,8,1,12.7
24.38,63.53,45.36,41.98633952923288,4,4,0,5.0
31.25,65.16,61.75,7.699956761936411,3,0,1,18.5
40.0,79.99,35.61,48.3267033841402,2,8,1,9.2
37.62,72.75,64.33,17.51444665491062,0,8,0,12.8
33.57,54.09,68.48,43.57926643394009,0,8,0,5.0
34.2,76.61,35.31,26.70394900426871,4,8,1,20.1
26.55,70.7,64.77,49.70728163212189,2,1,0,5.0
28.27,69.62,65.41,19.85134496827552,4,1,0,8.2
29.52,60.02,61.06,19.022812406855987,1,8,0,12.0
39.99,72.77,49.75,15.346665576386364,4,6,1,23.4
30.64,43.47,43.45,23.623918913387136,1,2,1,17.6
35.16,53.95,31.14,40.190136571729425,2,3,1,16.1
27.96,53.07,59.54,42.09100766501809,1,7,0,5.0
23.11,55.69,59.61,20.41940733056322,4,3,0,11.8
30.59,54.91,43.28,38.12254745036407,4,0,1,9.0
26.15,68.06,41.5,20.090817229583706,3,1,1,20.9
35.29,66.87,60.63,14.635822939164417,4,10,0,16.0
26.28,48.37,65.31,39.438861865563595,0,4,0,5.0
26.22,48.44,52.01,24.901140357858143,3,6,1,13.6
34.28,70.67,55.22,31.03614065480548,4,9,0,5.3
21.89,59.24,50.57,19.474735278131067,1,7,0,11.5
31.4,63.38,33.1,17.434897073388306,3,7,1,27.6
33.8,52.28,53.31,35.98964118354054,1,4,0,5.0
39.12,70.65,46.22,15.883378299767404,1,3,0,23.2
29.44,67.64,34.34,43.498342029419504,0,3,1,11.5
22.76,48.63,20.61,34.38480799377555,1,8,1,20.3
34.74,68.72,29.09,2.5234660787143426,2,9,1,38.2
25.02,47.4,28.38,29.096771882988335,3,10,1,21.0
35.65,66.09,33.49,17.89949388199652,0,5,1,27.1
22.74,59.33,60.29,36.23018530089268,4,1,0,5.0
25.13,69.36,50.28,5.526326600941639,1,0,0,24.2
28.58,50.54,54.24,27.518298922439087,4,1,1,10.6
23.32,60.72,41.52,2.216066266145517,2,8,1,29.1
30.63,61.45,23.18,32.2656520573359,0,3,1,26.7
31.03,63.64,58.7,18.671832382957753,2,2,0,11.0
26.38,62.82,27.4,37.444078959167584,2,0,0,16.5
34.26,69.87,24.2,19.37100913624881,3,9,1,26.7
26.7,52.31,61.77,15.949202690715387,1,8,0,12.2
38.65,65.81,70.0,10.100081326327516,3,9,0,16.3
39.55,79.33,53.87,44.402500622557525,3,9,0,5.4
32.79,45.26,26.63,43.45774633079792,2,10,1,16.0
34.02,52.63,32.14,2.2617674406003543,2,0,1,38.9
21.17,57.9,50.89,5.735617726951431,0,1,0,20.7
29.9,53.17,58.98,42.75792256923807,0,2,0,5.0
24.0,49.02,37.37,43.12533551826145,1,8,1,8.8
30.78,72.03,70.0,49.687871250124566,4,3,0,5.0
36.77,64.73,55.77,42.12279987164674,3,9,0,5.0
25.28,45.69,24.19,3.295468316005862,2,8,1,35.0
32.81,73.39,41.77,41.258203927104354,4,7,0,8.6
29.26,50.69,34.13,46.87174035548027,2,2,0,8.1
23.69,44.73,48.52,3.3005316455731903,3,7,1,25.7
28.18,56.88,55.26,36.4260919921925,3,1,0,5.5
29.33,55.2,61.35,25.244605019110054,4,2,0,9.1
28.08,52.69,32.35,37.97896832559789,1,2,1,17.0
36.75,69.93,42.63,8.35574502225674,4,4,1,28.3
24.23,54.91,32.3,7.708664094800449,2,3,1,29.1
22.49,46.82,30.38,33.70444346413255,0,9,0,16.1
31.4,56.72,59.17,42.604451755742886,0,0,0,5.0
26.81,58.78,49.15,43.09611063573514,1,5,0,5.0
33.92,55.94,43.63,30.44016464519288,0,2,0,15.4
33.19,51.22,31.92,46.855541773216004,2,9,1,6.2
23.42,53.65,69.68,9.4081842979362,4,0,0,10.9
23.62,48.41,28.57,37.354635693770696,4,0,1,16.2
36.25,61.04,42.94,42.79330346070003,4,7,0,7.8
31.73,54.97,64.26,28.174375598336542,0,1,0,5.8
25.79,47.25,45.73,46.326767656714544,1,4,0,5.0
35.87,58.52,45.11,17.105825544141535,2,1,1,24.4
33.22,67.49,46.8,29.05592172877409,1,7,1,13.5
38.39,61.8,54.73,24.95259371261475,4,6,1,16.5
34.22,66.2,65.25,46.346807784460886,1,6,0,5.0
32.62,52.77,37.75,18.50544172394295,3,3,1,23.2
24.06,57.92,53.93,40.93259184007747,2,1,0,5.0
28.67,55.39,64.88,4.85738897005612,1,5,0,15.6
27.42,45.99,47.82,18.152675712863203,0,0,1,16.1
29.68,74.89,47.11,45.15918189025711,4,0,0,5.0
31.51,55.1,30.6,21.439745181084525,3,9,1,23.7
28.4,57.3,49.24,19.360891618715947,1,8,0,17.5
29.43,60.47,58.66,26.400292379043133,1,5,0,10.7
33.52,65.3,40.12,20.26061319796541,1,2,1,22.3
31.04,52.32,62.57,30.084477475611248,2,8,0,5.0
31.11,63.86,68.38,5.136163353130163,2,6,1,17.4
31.38,67.84,59.74,29.647261093095644,2,3,1,10.5
22.04,42.62,30.2,22.3573071982265,3,10,1,23.9
28.5,65.5,63.01,16.43000103898929,2,5,0,8.8
31.53,71.99,36.06,39.17570560216232,0,10,1,12.2
26.09,69.65,41.82,41.5956251007791,2,1,0,8.2
28.7,50.97,22.32,16.25336235344242,2,3,1,30.3
26.33,59.59,55.24,48.98805196400518,0,1,0,5.0
29.68,46.23,66.65,21.159344463629527,2,6,0,9.3
31.13,63.28,33.21,38.37293765677159,1,2,1,13.1
24.86,54.46,36.36,36.45219082000431,1,4,0,12.1
23.25,48.93,24.15,18.506201761446086,0,5,1,28.2
30.89,66.92,30.15,26.423389224875603,0,5,1,23.3
33.18,56.59,53.96,35.70228691406434,0,7,0,5.0
38.84,59.67,60.84,19.945206867702687,2,6,0,16.7
40.0,80.0,55.43,9.533822558205596,1,6,1,22.1
22.87,41.97,58.12,4.315647136394707,0,1,1,18.8
26.0,53.96,57.52,33.78540302821544,1,1,0,5.0
28.65,59.24,40.45,35.48531669810025,1,0,0,10.2
25.37,56.61,56.98,36.19823093745796,4,4,0,5.0
29.53,46.72,43.55,18.2487747052201,2,7,0,18.5
33.98,67.67,62.06,10.754413652453094,0,5,1,18.0
24.78,59.94,49.61,34.05173052866073,1,8,0,5.0
30.58,58.47,28.12,12.270975902668146,4,2,1,28.8
30.79,62.82,29.74,18.5624182199954,0,0,1,27.1
36.73,56.57,49.51,17.778618490485215,3,4,0,19.4
28.58,62.64,30.24,19.878763554566742,4,1,1,28.9
29.89,52.86,50.67,13.176000801146975,4,4,1,21.5
36.14,63.2,37.97,45.25080455188658,4,8,1,8.9
36.97,75.86,59.72,10.608335535947555,2,3,1,19.7
34.22,56.39,49.89,46.84474771324195,3,7,0,5.0
36.08,58.63,55.26,28.75567115600528,0,1,1,7.3
28.46,54.38,40.69,35.00746302334058,2,1,0,10.9
28.24,54.65,34.37,27.730226668842473,0,9,1,17.9
26.77,64.03,57.33,24.04086382131353,3,5,0,8.8
30.33,57.26,50.77,32.25577194746838,0,1,0,8.3
29.75,55.39,28.42,10.42553100953516,4,9,1,33.4
30.97,57.22,43.37,39.22089231048843,0,7,0,9.8
21.23,56.98,70.0,24.919792888456932,3,1,0,5.0
31.29,58.97,28.89,24.97206015923971,0,6,1,26.3
39.6,57.34,40.13,43.98046813194104,4,6,1,7.0
26.58,70.19,43.73,28.949892469816312,4,2,0,16.3
26.15,52.69,49.11,46.36170398773799,4,2,0,5.0
30.3,65.41,62.34,21.82873442324044,2,4,0,8.6
25.53,66.09,52.38,44.91314974612425,4,0,0,5.0
26.56,59.44,32.72,38.222804485128734,0,3,1,15.8
21.99,47.5,60.36,38.269147794183766,0,10,0,5.0
30.99,57.9,54.41,21.97268585446219,0,4,0,12.5
28.84,58.91,33.06,35.99039004899807,1,4,1,13.3
28.59,69.18,24.11,27.279804746912582,3,2,1,24.4
30.55,64.61,50.52,11.534760724733678,4,7,1,20.9
29.17,47.64,58.77,29.07435251822102,1,5,0,7.1
30.69,63.98,42.43,5.8916447066068915,4,8,1,26.9
35.33,57.99,70.0,46.481674498213025,1,2,0,5.0
22.54,44.49,64.67,26.934844781136498,1,0,0,5.0
23.0,53.85,26.32,29.18595887695731,1,1,1,23.4
31.43,58.06,40.83,25.379490430933853,4,3,1,19.5
28.86,59.22,44.4,6.467169600884681,4,9,1,25.7
34.62,59.62,38.08,19.020240543347683,2,0,1,24.6
33.0,55.09,52.37,41.59532807678323,0,7,0,5.0
24.24,45.3,68.56,8.430278979384376,1,0,0,15.2
24.51,56.51,46.82,32.45836722507951,1,10,0,9.4
30.73,69.57,52.05,46.31305247709107,0,2,0,5.0
25.85,55.63,47.46,27.724670397263058,1,5,0,11.3
37.6,72.26,46.43,47.622593986648916,3,6,0,5.0
34.24,61.19,31.95,44.93324998884952,4,3,1,13.4
26.5,59.39,29.76,19.835100886786687,0,1,1,24.7
25.85,47.66,44.43,17.669571774383435,1,2,0,21.5
33.17,52.85,22.87,0.8626383559791062,4,1,1,43.1
30.0,60.0,49.0,16.890371002589095,2,10,0,19.3
28.92,59.44,57.18,43.282822112580085,2,0,0,5.0
29.26,52.37,64.7,27.026335569601446,1,10,0,6.0
32.76,48.27,44.77,16.67959830648612,1,4,1,20.5
26.89,61.88,49.27,9.163944200584966,0,1,1,19.5
29.33,55.2,61.35,25.244605019110054,4,2,0,6.3
28.67,55.39,64.88,4.85738897005612,1,5,0,18.4
38.4,70.12,44.15,48.16220354112091,3,6,0,7.4
40.0,71.27,25.24,0.004898763176203191,3,3,1,48.3
36.37,55.52,51.42,44.26845220067459,3,2,0,5.8
28.64,46.68,31.48,24.676839491868723,4,9,1,19.8
33.83,53.28,46.07,13.73720752162394,2,8,1,23.8
29.41,52.65,48.35,14.678766692983785,2,0,0,21.4
33.16,51.42,47.39,37.561009434598205,2,1,0,9.7
33.47,59.46,64.44,41.71691299446347,4,10,0,5.0
37.0,62.94,55.83,39.52903205502143,2,7,0,8.2
35.14,68.94,36.73,12.548376305740872,4,6,1,29.6
32.28,57.19,36.23,30.265727668531806,3,10,1,19.1
31.59,69.57,52.01,27.719922339969127,0,9,1,10.9
35.88,65.43,51.08,48.32523826840198,1,5,0,5.0
29.05,63.39,46.94,20.8612695408385,2,10,0,18.7
29.71,47.01,64.16,48.04658619395338,2,2,0,5.0
30.86,61.47,38.53,32.2645513976235,3,5,1,10.7
34.59,63.22,42.17,5.613857100803949,1,3,1,31.7
32.16,62.99,55.68,48.551795786170324,3,0,0,5.0
30.23,73.9,61.14,16.757389600618144,3,2,0,14.3
34.1,73.46,37.36,11.193049494328589,3,2,1,28.8
40.0,52.95,43.51,35.6390077626135,2,10,0,13.7
24.98,62.27,48.83,36.720059465416746,1,3,0,5.0
27.83,48.97,45.35,20.329131267199642,2,6,1,17.2
24.04,55.63,32.97,30.287776249993254,3,7,0,16.1
28.16,51.2,43.04,47.46423815713946,0,0,0,5.0
39.87,60.83,56.01,40.98812509099267,1,0,0,7.1
28.78,60.98,46.86,48.65277545916661,1,4,0,5.0
25.92,43.31,64.77,10.311746380921754,0,7,0,17.1
24.5,42.83,57.23,29.711462424776315,2,1,0,5.8
25.93,53.67,42.39,1.0747884193154589,1,6,1,25.2
34.16,59.81,60.87,1.0133941154596204,1,7,1,24.4
34.64,71.11,52.82,49.23872329710698,0,9,0,5.0
23.91,47.47,43.3,11.156876704530049,1,3,1,24.4
40.0,63.46,40.95,46.89539579217415,3,3,0,7.0
32.06,70.94,66.54,39.69597846966301,0,9,0,5.0
36.93,71.6,35.49,1.8571858771308625,2,3,1,36.7
25.71,56.23,55.63,5.027094390038705,3,6,1,21.7
26.34,51.73,64.26,37.67103861064896,3,3,0,5.0
37.88,74.88,27.06,37.194282336911414,3,9,1,17.4
36.66,60.99,46.13,46.762035020344456,2,10,0,5.9
33.34,55.85,23.34,20.16147414369221,3,8,1,31.6
28.66,59.28,48.06,17.88714820891868,2,3,0,17.7
31.06,58.28,27.05,38.204096755052305,3,7,1,16.1
26.59,58.55,40.52,15.022560389615053,1,4,0,24.1
27.98,63.97,45.35,10.424837746894195,2,0,0,21.8
29.15,45.48,44.29,6.410317151998646,1,10,1,28.0
31.81,66.62,69.44,41.23338085424062,4,7,0,5.0
29.65,55.27,57.09,14.487551377352009,0,4,0,18.4
21.05,55.2,44.12,49.007068031470084,1,2,0,5.0
32.75,63.09,59.4,7.536597477003987,4,3,1,22.7
31.13,57.22,49.42,19.575566875330107,2,0,0,18.0
37.62,56.81,33.81,9.968577816026198,1,5,1,36.1
29.35,59.63,48.74,37.849123207461076,1,9,0,7.5
36.35,69.02,43.17,3.0637562258214124,2,8,1,30.4
33.83,53.28,46.07,13.73720752162394,2,8,1,23.2
35.05,70.45,42.95,3.6407047156178765,4,4,1,31.1
29.5,50.06,63.05,7.603293511765874,1,7,0,16.6
32.86,59.79,41.11,37.548631817066266,1,8,1,11.9
30.4,61.28,25.58,42.369128708004986,4,6,1,17.2
28.97,59.7,23.81,43.26046235801472,2,5,1,11.8
31.74,68.91,47.96,40.66088965541868,1,4,0,5.2
22.26,52.88,34.12,17.759159191398506,2,1,1,25.0
30.57,73.76,66.01,39.82542773510656,2,5,0,5.0
29.05,52.0,53.16,0.7036421637184764,0,1,1,24.0
31.27,51.8,65.63,4.386959981555805,0,7,0,21.5
24.51,46.17,65.49,35.037384731512674,4,8,0,5.0
26.91,44.27,23.76,5.68163631616036,2,0,1,34.6
29.08,58.44,44.95,17.250371124824255,1,5,0,19.5
24.63,51.74,20.0,16.127067914030523,2,6,1,34.9
30.64,48.22,36.77,13.334590512910477,4,2,1,23.6
27.98,46.24,47.68,25.533314062371947,2,3,0,15.6
36.39,77.53,52.2,42.33575935976055,3,8,0,5.0
24.84,49.58,47.64,23.595594655361374,2,0,0,13.3
25.23,45.43,37.13,7.933905273310193,0,1,1,26.3
26.18,54.54,46.83,34.835023748836,4,9,0,8.8
23.05,52.61,60.11,2.643157011700498,0,9,0,21.3
25.5,51.34,61.51,26.92555523395968,2,1,0,5.3
28.93,60.61,46.4,8.71582424778336,4,8,1,22.2
24.83,51.23,46.97,16.369840421252242,3,4,0,20.1
30.08,61.49,52.42,17.16964185583877,3,5,0,14.3
37.21,74.62,54.03,2.914871504462763,3,3,1,25.3
24.51,46.17,65.49,35.037384731512674,4,8,0,5.0
26.95,47.7,20.39,13.408285592967529,1,2,1,32.6
21.98,50.4,45.37,2.008901896878462,2,2,0,28.7
30.18,63.89,56.27,12.361472220620156,1,4,1,16.3
26.11,62.81,52.46,41.7018913062263,0,3,0,5.0
28.04,57.31,37.69,9.096213441366558,1,3,1,30.7
28.3,60.42,55.44,25.93525228660355,4,6,1,9.2
25.42,58.73,53.39,44.22583143683835,3,5,0,5.0
31.0,62.0,48.0,9.997654926775162,4,3,1,24.9
28.18,65.54,54.63,38.90276431049598,1,4,0,5.0
31.15,58.86,38.45,45.578286283853025,0,10,1,7.4
22.03,55.73,44.87,27.74804084462479,4,10,0,12.2
28.11,64.09,65.53,42.347054859611596,4,7,0,5.0
30.2,52.48,47.01,21.595536563196955,0,4,0,16.0
32.2,69.66,64.67,42.91992999434673,2,2,0,5.0
27.08,64.97,38.34,27.712696441443935,3,2,1,18.1
28.67,68.13,40.26,12.626002399853897,2,3,1,29.4
30.64,48.22,36.77,13.334590512910477,4,2,1,29.5
26.44,66.93,58.88,44.5134413241618,1,0,0,5.0
27.62,44.14,40.81,23.82026742438721,2,6,1,21.1
33.42,55.21,54.88,31.046788947471697,1,5,0,8.9
33.38,53.41,50.46,24.710197648842495,1,5,1,19.1
34.5,63.22,50.73,26.360029582587902,2,2,0,11.0
23.59,52.26,42.23,28.98461659104142,4,8,1,12.1
32.17,55.02,37.37,17.936831564886713,4,8,1,23.2
39.11,68.35,24.92,35.70891474752204,4,2,1,25.3
40.0,65.06,37.28,12.689748502003928,3,8,1,34.8
36.26,72.92,70.0,47.72676681345408,3,0,0,5.0
27.06,40.83,46.05,26.321943348083177,2,9,1,15.5
34.35,55.97,36.25,16.968695604260738,1,4,1,25.5
21.92,52.16,29.78,40.53823211100759,3,10,1,15.5
33.31,66.96,40.72,9.909737577957994,3,5,1,29.9
29.24,54.29,47.85,18.93641361642664,1,6,1,15.0
24.96,51.91,53.37,9.803176560501125,2,4,0,20.8
30.34,56.6,37.66,11.175206422126616,4,5,1,30.4
34.71,54.61,40.22,13.878834917840265,1,8,1,25.5
40.0,72.84,61.46,42.04105324754532,2,1,0,5.0
30.09,51.69,31.75,4.900611943937077,1,8,1,35.6
24.98,67.9,70.0,44.624772771130026,2,10,0,5.0
21.63,57.62,34.24,13.173706844585025,4,3,1,28.2
29.52,56.55,31.92,31.09617820547252,1,1,1,16.5
31.27,70.01,49.6,41.71970617671991,3,8,1,5.6
23.28,50.87,49.11,30.840472398526952,1,6,0,7.5
24.0,49.08,66.12,5.431507040806221,3,4,0,16.5
30.25,72.59,57.4,10.98017827475221,0,7,1,19.2
27.43,49.52,64.39,36.64322852736598,3,6,0,5.0
30.35,71.4,59.98,9.987343300676772,0,5,1,19.9
25.12,50.56,52.48,49.13870479288164,4,4,0,5.0
26.43,60.25,35.78,28.615707218275617,4,8,1,16.5
29.29,69.9,43.81,34.035380238790026,0,3,0,13.5
34.03,53.39,46.23,46.225258187846016,0,2,0,5.0
30.44,56.5,51.85,22.76606576987103,4,10,1,11.8
27.92,65.12,62.24,0.1502603012431547,1,0,1,20.7
30.13,67.09,45.6,2.172073143834785,4,7,1,30.3
34.18,74.74,50.05,49.569573554489146,3,3,0,5.0
26.44,51.89,42.5,36.90582028582634,1,8,0,7.2
27.59,55.45,46.99,47.607682285311505,4,10,0,5.0
31.51,69.17,49.11,22.21942164467714,3,8,1,18.1
30.6,55.38,35.35,30.004323529606175,2,6,1,19.1
25.26,57.8,26.57,43.568487855581814,3,8,1,15.3
33.3,71.48,57.21,7.540152075115297,0,10,1,17.7
37.91,67.79,65.15,38.76757362568339,2,2,0,5.0
27.06,61.03,44.75,49.78065307636712,4,7,0,5.0
26.95,60.64,35.66,12.083898388298985,3,0,1,27.9
31.35,56.17,45.42,33.64067223729397,1,0,0,13.9
33.24,68.84,58.57,21.129793831766815,4,1,1,13.9
35.38,56.76,21.51,41.300023766710524,0,4,1,22.9
35.73,66.71,33.31,38.24763495794451,4,0,1,11.8
22.08,55.41,30.32,49.79087287721807,3,9,0,7.5
31.47,62.21,66.18,10.744042853708347,0,3,0,10.4
21.33,53.57,55.5,14.858490142676539,1,4,0,15.6
24.68,55.24,24.69,28.49067746360244,2,4,0,21.1
34.9,67.59,66.01,37.07713717693161,1,2,0,5.0
30.53,65.11,53.95,21.899545330272147,1,4,0,12.3
31.8,59.13,20.0,32.11497843862152,1,6,1,28.7
22.92,45.66,20.23,4.44661279840573,1,3,1,39.9
27.52,52.93,58.25,41.760262255992885,1,6,0,5.0
33.56,59.78,61.64,32.740051566764386,2,7,0,5.8
30.64,67.36,57.07,15.899927839351651,3,6,1,15.3
26.0,52.0,31.0,6.125313300144181,3,2,1,30.9
32.29,56.56,63.14,15.672409599892696,2,0,0,14.2
31.44,53.24,45.64,32.51989853285478,4,5,1,15.0
40.0,80.0,50.64,35.65415462955187,1,7,0,9.6
30.17,62.48,30.31,6.790278429121849,1,2,1,32.4
31.36,52.48,65.81,36.78458125052457,2,1,0,5.0
35.23,57.62,49.82,29.662389229177617,1,6,1,12.8
28.74,51.47,58.63,48.06661404262451,1,3,0,5.0
37.29,68.48,37.23,21.949741641069288,1,1,1,22.8
34.8,58.49,45.25,29.614103327180608,1,5,0,15.8
24.39,46.09,36.57,42.139881841415836,0,1,1,12.2
29.0,57.95,20.71,23.80098876384013,3,5,0,31.4
35.75,65.56,56.3,2.5919315978917945,2,8,1,26.1
38.5,58.84,52.22,34.54283392393933,0,1,0,10.5
33.41,65.63,33.09,30.842436753898895,2,7,1,21.5
29.88,69.91,32.28,20.694029369392773,4,2,1,24.3
31.29,60.08,42.87,31.054657271592674,3,9,0,16.8
33.77,69.64,40.51,15.186369589344551,3,5,1,27.7
25.76,59.69,42.9,16.286679798228082,1,6,0,23.9
26.17,55.85,65.64,28.531937492809035,2,3,0,5.0
30.89,66.92,30.15,26.423389224875603,0,5,1,20.9
30.17,61.17,53.11,48.80318232856278,0,3,1,5.0
24.44,55.77,43.83,35.55144030067013,0,5,0,5.0
26.61,64.82,70.0,30.63059732475921,0,6,0,5.0
34.68,76.53,33.78,7.309026284110365,0,4,1,35.5
31.55,53.02,39.4,15.93965635632048,1,1,1,25.1
26.2,53.65,56.71,39.55858881212116,4,3,0,5.0
35.49,77.62,56.57,32.51661277713618,1,2,0,10.9
23.36,53.46,54.46,26.230021200770626,3,7,0,7.6
29.6,58.3,44.4,24.269889843703556,1,10,0,20.5
38.33,58.9,40.27,28.928991857648594,1,1,1,15.8
32.35,65.72,27.49,40.60505309411177,3,6,1,17.0
33.54,64.83,36.55,38.87591946422662,1,0,1,12.8
40.0,63.6,26.39,26.57200254030586,0,7,1,32.2
31.25,69.46,61.24,33.34410664092747,2,10,0,5.0
29.26,46.67,40.59,0.056328343516354185,1,1,1,34.1
24.29,53.4,46.77,15.559066975483415,4,9,0,13.2
27.06,61.03,44.75,49.78065307636712,4,7,0,5.0
25.22,48.85,64.83,36.54676828155273,1,8,0,5.0
27.29,59.32,68.93,6.119520992572836,1,3,0,14.5
22.5,58.83,39.36,27.997215073723584,3,5,1,10.9
29.24,54.29,47.85,18.93641361642664,1,6,1,21.6
32.08,69.28,53.59,34.07510303076503,1,7,0,8.1
27.63,47.97,28.92,20.61634524349312,2,4,1,25.1
26.62,60.59,21.88,31.915375146643417,4,0,1,23.7
38.09,64.63,48.69,43.15682814883198,1,5,0,6.6
31.4,63.38,33.1,17.434897073388306,3,7,1,25.8
27.71,49.09,20.19,0.18289085918511971,2,5,1,40.8
33.1,57.5,42.07,19.10913268818733,1,0,0,20.9
32.06,61.93,57.19,21.52117179856666,1,4,0,13.7
26.2,66.49,58.35,39.14153041979799,0,9,0,5.0
29.27,44.77,37.58,30.669263401326763,4,3,1,19.1
35.13,65.69,37.76,49.70095485198497,0,3,1,5.0
26.71,51.41,32.41,8.947903742365016,1,9,1,31.6
28.09,62.05,41.9,40.578553745573124,3,10,0,7.1
29.67,64.14,54.58,24.17500458035095,0,4,0,10.2
23.48,47.79,30.27,49.978057940280465,1,7,0,6.5
34.11,57.79,43.23,10.343264223866477,3,8,1,30.5
27.37,52.08,45.62,5.856422151636326,1,3,0,24.4
33.02,65.44,50.47,40.40127461910156,2,10,0,6.3
27.83,51.16,44.2,6.741887658944207,1,9,0,26.3
29.86,48.43,47.14,48.69936247371425,1,3,0,5.0
34.4,70.85,53.05,46.259180613462654,0,8,1,5.0
